time,seconds_elapsed,y,z,x
1783247247149890000,0.40189013671875,-0.0021718740463256836,0.054778099060058594,0.00044749677181243896
1783247247170032000,0.4220322265625,0.00025138258934020996,-0.007840156555175781,-0.000003123655915260315
1783247247190326000,0.442325927734375,0.00039324164390563965,-0.012257575988769531,0.000043101608753204346
1783247247210589000,0.4625888671875,0.00039717555046081543,-0.011033058166503906,-0.000004369765520095825
1783247247230853000,0.48285302734375,-0.0013195574283599854,0.03320884704589844,0.00014254450798034668
1783247247251117000,0.503116943359375,-0.0009757876396179199,0.030548095703125,-0.00010694563388824463
1783247247271380000,0.5233798828125,-0.0011384785175323486,0.03176593780517578,0.00001254817470908165
1783247247291644000,0.543643798828125,-0.0009782016277313232,0.030623435974121094,0.0001313909888267517
1783247247311908000,0.563908203125,-0.002024739980697632,0.072509765625,0.00030978769063949585
1783247247332171000,0.5841708984375,-0.002341657876968384,0.07363224029541016,0.00002894364297389984
1783247247352435000,0.60443505859375,-0.0008564889430999756,0.025552749633789062,0.000030016526579856873
1783247247372699000,0.624698974609375,-0.0009156763553619385,0.02764415740966797,0.00006479024887084961
1783247247392962000,0.644962158203125,-0.0011797845363616943,0.03482341766357422,0.00010869652032852173
1783247247413226000,0.66522607421875,-0.0011956989765167236,0.03529644012451172,0.00009640492498874664
1783247247433490000,0.685489990234375,-0.0012308359146118164,0.03719520568847656,0.00007259473204612732
1783247247453753000,0.705753173828125,-0.0014145970344543457,0.04178619384765625,0.0001302901655435562
1783247247474017000,0.72601708984375,-0.001301407814025879,0.038428306579589844,0.00010492652654647827
1783247247494281000,0.746281005859375,-0.0014456510543823242,0.04270744323730469,0.00008331052958965302
1783247247514544000,0.766544189453125,-0.001190781593322754,0.03474903106689453,0.00006787478923797607
1783247247534808000,0.78680810546875,-0.0011934340000152588,0.034432411193847656,0.00009404867887496948
1783247247555072000,0.807072021484375,-0.0013439059257507324,0.039689064025878906,0.00010837800800800323
1783247247575336000,0.8273359375,-0.0012896358966827393,0.03764629364013672,0.00005882512778043747
1783247247595599000,0.84759912109375,-0.0010537505149841309,0.03109455108642578,0.000036493875086307526
1783247247615863000,0.867863037109375,-0.0011099278926849365,0.033138275146484375,0.0000647418200969696
1783247247636127000,0.888126953125,-0.0009418725967407227,0.0274658203125,0.00008576922118663788
1783247247656390000,0.908389892578125,-0.0008411407470703125,0.025390625,0.0000694170594215393
1783247247676654000,0.928654052734375,-0.001055210828781128,0.031500816345214844,0.00008603371679782867
1783247247696918000,0.94891796875,-0.001072227954864502,0.03163909912109375,0.00008647516369819641
1783247247717181000,0.969180908203125,-0.0013651847839355469,0.03986072540283203,0.00010886415839195251
1783247247737445000,0.989445068359375,-0.0012880265712738037,0.03803253173828125,0.00005940161645412445
1783247247757709000,1.009708984375,-0.0013228058815002441,0.03861808776855469,0.00006032921373844147
1783247247777972000,1.029971923828125,-0.0013392865657806396,0.039101600646972656,0.00009156763553619385
1783247247798236000,1.05023583984375,-0.0014293193817138672,0.042716026306152344,0.00011656060814857483
1783247247818500000,1.0705,-0.0014865398406982422,0.04443359375,0.00013853423297405243
1783247247838763000,1.090762939453125,-0.0016385912895202637,0.05017662048339844,0.00013684295117855072
1783247247859027000,1.11102685546875,-0.001566380262374878,0.04628944396972656,0.00010830163955688477
1783247247879291000,1.131290771484375,-0.0014586448669433594,0.043595314025878906,0.0001359507441520691
1783247247899554000,1.151553955078125,-0.001227349042892456,0.037090301513671875,0.0001446157693862915
1783247247919818000,1.17181787109375,-0.0009591579437255859,0.028963088989257812,0.00007916800677776337
1783247247940082000,1.19208203125,-0.0007764697074890137,0.023159027099609375,0.00008138269186019897
1783247247960345000,1.212344970703125,-0.0006811022758483887,0.019402503967285156,0.00007582083344459534
1783247247980609000,1.232609130859375,-0.0009621679782867432,0.026833534240722656,0.00012566521763801575
1783247248000873000,1.252873046875,-0.0010514259338378906,0.028702735900878906,0.00013440102338790894
1783247248021136000,1.273135986328125,-0.0009692907333374023,0.026454925537109375,0.00011359155178070068
1783247248041400000,1.293400146484375,-0.0008712410926818848,0.023771286010742188,0.0001021064817905426
1783247248061664000,1.3136640625,-0.000748753547668457,0.02086925506591797,0.00010591745376586914
1783247248081927000,1.333927001953125,-0.0005828142166137695,0.01641368865966797,0.00008972734212875366
1783247248102191000,1.354191162109375,-0.0005422234535217285,0.014941215515136719,0.00008173659443855286
1783247248122455000,1.374455078125,-0.0006818473339080811,0.018795013427734375,0.0001394227147102356
1783247248142718000,1.394718017578125,-0.000828862190246582,0.022612571716308594,0.00015001744031906128
1783247248162982000,1.41498193359375,-0.000812530517578125,0.022405624389648438,0.00015740841627120972
1783247248183246000,1.43524609375,-0.0006695389747619629,0.01845550537109375,0.00010809674859046936
1783247248203509000,1.455509033203125,-0.0006837546825408936,0.01884937286376953,0.00009569525718688965
1783247248223773000,1.47577294921875,-0.0006455481052398682,0.017418861389160156,0.00008845701813697815
1783247248244037000,1.496037109375,-0.0007229745388031006,0.019509315490722656,0.00009140744805335999
1783247248264300000,1.516300048828125,-0.0008001923561096191,0.02159881591796875,0.0000928044319152832
1783247248284564000,1.53656396484375,-0.0008149147033691406,0.021996498107910156,0.00008591264486312866
1783247248304828000,1.556827880859375,-0.0007871389389038086,0.021704673767089844,0.00009323656558990479
1783247248325091000,1.577091064453125,-0.0006961524486541748,0.019400596618652344,0.00006822869181632996
1783247248345355000,1.59735498046875,-0.000609278678894043,0.017162322998046875,0.00008044764399528503
1783247248365619000,1.617618896484375,-0.000521242618560791,0.014841079711914062,0.00005218386650085449
1783247248385882000,1.637882080078125,-0.0004994571208953857,0.014546394348144531,0.00004547834396362305
1783247248406146000,1.65814599609375,-0.0003586113452911377,0.010808944702148438,0.00004222989082336426
1783247248426410000,1.678409912109375,-0.0004908144474029541,0.014975547790527344,0.00006436556577682495
1783247248446673000,1.6986728515625,-0.0003566741943359375,0.011008262634277344,0.00004303082823753357
1783247248466937000,1.71893701171875,-0.0005295276641845703,0.016158103942871094,0.00005682557821273804
1783247248487201000,1.739200927734375,-0.0007067322731018066,0.021323204040527344,0.0000749640166759491
1783247248507464000,1.7594638671875,-0.0007739067077636719,0.023082733154296875,0.00006310641765594482
1783247248527728000,1.77972802734375,-0.0007415711879730225,0.02161121368408203,0.000050727277994155884
1783247248547992000,1.799991943359375,-0.0009451806545257568,0.027564048767089844,0.0000646095722913742
