version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,itel A669L,1783250516836,2026-07-05_11-21-56,Africa/Kigali,android,1.60.2,abd78f85-8c7c-403b-bba8-e964755c75c5,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20|20,false,34
